line,section_name,section_artist,song_name,artist_name,song_lyrics_url,album,track_number,album_year
Yeah,Intro,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
"So I guess this is what it is, huh?",Intro,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
Think it's obvious,Intro,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
We ain't never gonna see eye to eye,Intro,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
But it's funny,Intro,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
As much as I hate you,Intro,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
I need you,Intro,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
This is music to be murdered by,Intro,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
Got a premonition,Chorus,Nikki Grier,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
I feel the end is near,Chorus,Nikki Grier,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
The beauty starts to fade,Chorus,Nikki Grier,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
The joy has turned to pain,Chorus,Nikki Grier,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
I hear the symphony playin',Chorus,Nikki Grier,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
Ten thousand violins,Chorus,Nikki Grier,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
Souls floating away like feathers in the wind,Chorus,Nikki Grier,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
They said my last album I sounded bitter,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
"No, I sound like a spitter",Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
Who ninety percent of,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
These hypocrites are tryna get rid of,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
But why would I get a chip on my shoulder?,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
"I was considered, one time, as the illest",Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
"Bitch, I'm still as fly as your zipper",Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
"True, I just get richer",Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
But if it was ever all about skrilla,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
Then I woulda quit a long motherfucking time ago,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
"Bitch, shut the fuck up",Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
I should go say that shit to Tech N9ne or to Jigga,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
"Nobody said shit about 2 Chainz as long as he's been here, shit",Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
"No wonder you're mad, now I'm",Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
"Looking at them plaques, count 'em (Yeah)",Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
"I'm LL Cool J, Bigger and Deffer, that's how come (Uh)",Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
I sell like four mil' when I put out a bad album (What?),Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
"Revival flopped, came back and I scared the crap out 'em",Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
"But Rolling Stone stars, I get two and a half outta",Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
"Five, and I'll laugh out loud",Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
'Cause that's what they gave BAD back in the day,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
"Which actually made me not feel as bad now, 'cause",Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
If it happened to James,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
It can happen to Shady,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
They do the same shit to Brady,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
More people hate me than love me,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
This game will make you go crazy,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
'Bout to go for B-R-O-K-E,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
"I was the G, the O-A-T",Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
Once I was played in rotation,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
At every radio station,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
They said I'm lyrically amazing,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
But I have nothing to say,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
But then when I put out Revival and I had something to say,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
They said that they hated the awake me,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
"I lose the rage, I'm too tame",Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
"I get it back, they say I'm too angry",Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
I need to get me some Dre beats,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
"No, I should hook up with Tay Keith",Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
Fans keep on pulling me one way,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
Haters pull me in another,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
Got more hooks in me than Swae Lee,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
'Bout to pick up some weights and lift 'til my tattoo of Hailie's face stretches,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
"They said I'm just a whiner, I sound like a baby",Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
I dish it out but can't take it,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
"But I take it, dish it back out",Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
And they get all bent out of shape,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
This shit's almost comical,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
"Wait, and I meant no disrespect",Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
"I wasn't dissin' Tech, that was not a shot at 2 Chainz or to Jay-Z",Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
They probably feel the same way because lately,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
Instead of us being credited for longevity,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
"And being able to keep it up for this long at this level, we",Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
Get told we'll never be what we were,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
"Bitch, if I was as half as good as I was",Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
I'm still twice as good as you'll ever be,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
Only way that you're ahead of me's alphabetically,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
'Cause if you diss me I'm coming after you like the letter V,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
"Killing everything, play this tune, it's your eulogy",Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
"It's your funeral, prepare to die",Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
This is music for you to be murdered by,Verse,Eminem,Premonition (Intro),Eminem,https://genius.com/Eminem-premonition-intro-lyrics,Music To Be Murdered By,1,2020-01-17
"Oh, this what we doin'? Alright",Intro,Young M.A & Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
M.A,Intro,Young M.A & Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"I like a bitch that like to wobble, wobble",Verse 1,Young M.A,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"Shake it, shake it, break it, break it, uh",Verse 1,Young M.A,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"Nigga, we made it, made it, they hate it, hate it",Verse 1,Young M.A,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"Pro professional, pure persistent, I'm paper chasing",Verse 1,Young M.A,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"I hate complaining, I hated waiting, I'll pay for patience",Verse 1,Young M.A,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
But I hate to pay a bill (Hate that),Verse 1,Young M.A,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
And I made a mil' without a major deal (I made that),Verse 1,Young M.A,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"Yeah, her ass fake, but she came for real (She came, uh)",Verse 1,Young M.A,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"Money ain't a thing, that ain't a thing for real",Verse 1,Young M.A,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
It's the broke lingo (Huh),Verse 1,Young M.A,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"And no, ain't nothing Saweetie, this is no Quavo (Migo)",Verse 1,Young M.A,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"Man, I just get high, let my hoes lay low (Ooh)",Verse 1,Young M.A,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
I just want some face but this is no facial (Ooh),Verse 1,Young M.A,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"Do right and kill er'body, Drake mode (Hello)",Verse 1,Young M.A,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"Bitch, I'm tryna eat out, take your plate mode (Hello)",Verse 1,Young M.A,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
Disrespect that life and I'm in gang mode (Grrr),Verse 1,Young M.A,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"You can leave this earth, bitch, I'm in rake mode (Huh)",Verse 1,Young M.A,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"I'm in cake mode (Huh), I'm in brave mode, uh",Verse 1,Young M.A,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"What up, Marshall? I'm a martian, I'm in Wayne mode (Facts)",Verse 1,Young M.A,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"Neck wet, big drip, I'm in rain mode (Drip, drip, drip)",Verse 1,Young M.A,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"Eight niggas, eight hittas, take eight souls (Brrr)",Verse 1,Young M.A,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"Collect pesos (Huh), and I'm paid, so? (Paid)",Verse 1,Young M.A,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
Self-made goals (Hey),Verse 1,Young M.A,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
When the pain leaves (Huh),Verse 1,Young M.A,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
Where does the pain go? (Where?),Verse 1,Young M.A,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
Tip of the backwood is where the flame goes (There),Verse 1,Young M.A,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
To the sky is where my brain goes (Wow),Verse 1,Young M.A,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"Same pack, same fiend, sellin' the same clothes (Wow)",Verse 1,Young M.A,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"Pinocchio and my pistol, they got the same nose",Verse 1,Young M.A,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"Me and my niggas gotta eat, we share the same stove (What?)",Verse 1,Young M.A,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"Case closed, bodies in my lane, bitch, lane closed",Verse 1,Young M.A,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"Game over, Thanos on you H-O's",Verse 2,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
On my petty shit but I don't paint toes (Yeah),Verse 2,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
Get the plunger (Plunger) 'cause Marshall and M.A go plum crazy,Verse 2,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"Call us liquid plumber, 'cause even Dre know (Dre know)",Verse 2,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
Beat knocks like a beefed up Detox,Verse 2,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
You're gonna need three squads of police officers at least to come pull me off of it and I don't stop,Verse 2,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"Please, dawg, I need y'all to keep talking shit 'cause I feed off of it",Verse 2,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"I am the complete opposite of these retards who spit these weak bars, I'ma leave carnage",Verse 2,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"Each thought'll be so toxic, it'll block the wind through your esophagus",Verse 2,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"Stop it, cutting off your oxygen",Verse 2,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
And I hit them pads like a boxing gym,Verse 2,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"Better watch for Slim, better get to popping and when I'm at the top again",Verse 2,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"I won't topple, I'm giving it to anyone who wanna come and get it and I'm not gonna stop",Verse 2,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
But when they ask me is the war finished with MGK? Of course it is,Verse 2,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"I cleansed him of his mortal sins, I'm God and the Lord forgives even the devil worshippers",Verse 2,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
I'm moving on but you know your scruples are gone when you're born with Lucifer's horns,Verse 2,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"And you're from the school of Notorious, Puba, Cube and The Poor Righteous Teachers tutored my students",Verse 2,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
Showed them all the blueprint and formula,Verse 2,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"But it seems like the more they studied my music, the more they remind me of eyeballs",Verse 2,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
I'm watching my pupils get cornier (Uh),Verse 2,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"But I'm contemplating yelling ""Bombs away"" on the game",Verse 2,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
Like I'm outside of an Ariana Grande concert waiting,Verse 2,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"They call me Saddam Hussein, Ayatollah Khomeini",Chorus,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
Where's Osama been? I been laden lately,Chorus,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"Look at how I'm behaving, they want me gone away",Chorus,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"They wanna JonBenét me (Fuck you), I'm unaccommodating",Chorus,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"Man, I don't see why they hate me (Huh?)",Verse 3,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
I'm a clown like John Wayne Gacy (What?),Verse 3,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
They call me Kanye crazy (Yah),Verse 3,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"APESHIT, Beyonce, Jay-Z (Woo)",Verse 3,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"And I'm back with Andre, baby (Yeah)",Verse 3,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
And the doctor's operating (What?),Verse 3,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"But he never put no scrubs on from Snoop, K. Dot to Shady",Verse 3,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"Shady like a shadow or your silhouette, intellect, I better check to see why you feel upset",Verse 3,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
'Cause I met your bitch on the internet now I'm getting head like a Pillow Pet,Verse 3,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
That bimbo can put her lips all the way around this bone and then blow,Verse 3,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
Like a dusty cartridge from an old Nintendo,Verse 3,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"Those were the days but I bet you, I'm never gonna be broke again, no",Verse 3,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"I don't smoke but I got paper, to be blunt, I'm rolling Indo",Verse 3,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"And I keep it one comma, zero, zero, zero, zero",Verse 3,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"Real, real, real, murder, murder, murder, kill, kill, kill",Verse 3,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"Nickel-plated, twenty two, two, two",Verse 3,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"Bitch, shut the fuck up 'fore I shoot you too",Verse 3,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
Ain't shit I won't do just to get a few YouTube views,Verse 3,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"Run up in a church like pew, pew, pew",Verse 3,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"'Cause that's what I do, do, do",Verse 3,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"But, even to the untrained human eye",Verse 3,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"We ain't the same, you and I",Verse 3,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
Somebody should have explained to you why,Verse 3,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"For you to go against me, it's simply insane, you will die (Yeah)",Verse 3,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
"That's why they call me Kamikaze, it's plain suicide, yeah",Verse 3,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
But I know magic and here go my last trick,Verse 3,Eminem,Unaccommodating,Eminem,https://genius.com/Eminem-unaccommodating-lyrics,Music To Be Murdered By,2,2020-01-17
